Chapter,Shlok,sanskrit,english,hindi,Doha1,Doha2,Naam
13,19,इति क्षेत्रं तथा ज्ञानं ज्ञेयं चोक्तं समासत: | मद्भक्त एतद्विज्ञाय मद्भावायोपपद्यते  (19),"I have thus revealed to you the nature of the field, the meaning of knowledge, and the object of knowledge.Only My devotees can understand this in reality, and by doing so, they attain My divine nature.","इस प्रकार मैंने तुम्हें कर्म क्षेत्र की प्रकृति, ज्ञान का अर्थ और ज्ञान के लक्ष्य की जानकारी को प्रकट किया है। इसे वास्तव में केवल मेरे भक्त ही पूर्णतः समझ सकते हैं और इसे जानकर वे मेरी दिव्य प्रकृति को प्राप्त होते हैं।","पुरूष प्रकृति दो अनादि है, गुण विकार प्रतिरूप","जान कि सब होते सदा , प्रकृति से ही उद्भूत ।।19।।",क्षेत्र क्षेत्रज्ञ विभाग योग
13,20,प्रकृतिं पुरुषं चैव विद्ध्यनादी उभावपि | विकारांश्च गुणांश्चैव विद्धि प्रकृतिसम्भवान्  (20),Know that prakṛiti (material nature) and puruṣh (the individual souls) are both beginningless. Also know that all transformations of the body and the three modes of nature are produced by material energy.,प्रकृति और पुरुष (जीवात्मा) दोनों अनादि हैं। यह भी जान लो कि शरीर में होने वाले सभी परिवर्तन और प्रकृति के तीनों गुणों की उत्पत्ति प्राकृत शक्ति से होती है।,"प्रकृति ही है अनिवार्यतः, कार्य कारण का हेतु","और पुरूष सब सुख दुखों, के भोगो का हेतु ।।20।।",क्षेत्र क्षेत्रज्ञ विभाग योग
13,21,कार्यकारणकर्तृत्वे हेतु: प्रकृतिरुच्यते | पुरुष: सुखदु:खानां भोक्तृत्वे हेतुरुच्यते  (21),"In the matter of creation, the material energy is responsible for cause and effect; in the matter of experiencing happiness and distress, the individual soul is declared responsible.",सृष्टि के विषय में प्राकृत शक्ति ही कारण और परिणाम के लिए उत्तरदायी है और सुख-दुख की अनुभूति हेतु जीवात्मा को उत्तरदायी बताया जाता है।,"प्रकृति से उपजे गुणों का ,करता पुरूष है भोग","यही गुणों के संग से , जनम-मरण का रोग ।।21।।",क्षेत्र क्षेत्रज्ञ विभाग योग
13,22,पुरुष: प्रकृतिस्थो हि भुङक्ते प्रकृतिजान्गुणान् | कारणं गुणसङ्गोऽस्य सदसद्योनिजन्मसु  (22),"When the puruṣh (individual soul) seated in prakṛiti (the material energy) desires to enjoy the three guṇas, attachment to them becomes the cause of its birth in superior and inferior wombs.","पुरुष अर्थात जीव प्रकृति में स्थित हो जाता है, प्रकृति के तीनों गुणों के भोग की इच्छा करता है, उनमें आसक्त हो जाने के कारण उत्तम और अधम योनियों में जन्म लेता है।","दृष्टा, पोषक भोक्ता, ईश्वर का आगार","इसी देह में है अलख , परमात्मा जगदाधार ।।22।।",क्षेत्र क्षेत्रज्ञ विभाग योग
13,23,उपद्रष्टानुमन्ता च भर्ता भोक्ता महेश्वर: | परमात्मेति चाप्युक्तो देहेऽस्मिन्पुरुष: पर:  (23),"Within the body also resides the Supreme Lord.He is said to be the Witness, the Permitter, the Supporter, Transcendental Enjoyer, the ultimate Controller, and the Paramātmā (Supreme Soul)."," इस शरीर में परमेश्वर भी रहता है। उसे साक्षी, अनुमति प्रदान करने वाला, सहायक, परम भोक्ता, परम नियन्ता और परमात्मा कहा जाता है।","जिसे इस तरह पुरूष, गुण और प्रकृति का ज्ञान","उसके लिये जहाँ भी हो, पुर्नजन्म न विधान।।23।।",क्षेत्र क्षेत्रज्ञ विभाग योग
13,24,य एवं वेत्ति पुरुषं प्रकृतिं च गुणै: सह | सर्वथा वर्तमानोऽपि न स भूयोऽभिजायते  (24),"Those who understand the truth about Supreme Soul, the individual soul, material nature, and the interaction of the three modes of nature will not take birth here again.They will be liberated regardless of their present condition.","वे जो परमात्मा, जीवात्मा और प्रकृति के सत्य और तीनों गुणों की अन्तःक्रिया को समझ लेते हैं वे पुनः जन्म नहीं लेते। उनकी वर्तमान स्थिति चाहे जैसी भी हो वे मुक्त हो जाते हैं।","कोई ध्यान से देखते ,आत्मा को निज ओर","कोई सांख्य योग से, कर्म योग से और ।।24।।",क्षेत्र क्षेत्रज्ञ विभाग योग
13,25,ध्यानेनात्मनि पश्यन्ति केचिदात्मानमात्मना | अन्ये साङ् ख्येन योगेन कर्मयोगेन चापरे  (25),"Some try to perceive the Supreme Soul within their hearts through meditation, and others try to do so through the cultivation of knowledge, while still others strive to attain that realization by the path of action.",कुछ लोग ध्यान द्वारा अपने हृदय में बैठे परमात्मा को देखते हैं और कुछ लोग ज्ञान के संवर्धन द्वारा जबकि कुछ अन्य लोग कर्म योग द्वारा देखने का प्रयत्न करते हैं।,"कुछ औरो से सुनी का , करते है उपयोग","वे भी पाते लीन हो , मृत्यु पार का योग ।।25।।",क्षेत्र क्षेत्रज्ञ विभाग योग
13,26,अन्ये त्वेवमजानन्त: श्रुत्वान्येभ्य उपासते | तेऽपि चातितरन्त्येव मृत्युं श्रुतिपरायणा:  (26),"There are still others who are unaware of these spiritual paths, but they hear from others and begin worshipping the Supreme Lord.By such devotion to hearing from saints, they too can gradually cross over the ocean of birth and death.",कुछ अन्य लोग ऐसे भी होते हैं जो आध्यात्मिक मार्ग से अनभिज्ञ होते हैं लेकिन वे अन्य संत पुरुषों से श्रवण कर भगवान की आराधना करने लगते हैं। वे भी धीरे-धीरे जन्म और मृत्यु के सागर को पार कर लेते हैं।,"स्थावर जंगम जो भी कुछ ,का होता निर्माण","क्षेत्र और क्षेत्रज्ञ के ,योग से सदा विधान ।।26।।",क्षेत्र क्षेत्रज्ञ विभाग योग
13,27,यावत्सञ्जायते किञ्चित्सत्वं स्थावरजङ्गमम् | क्षेत्रक्षेत्रज्ञसंयोगात्तद्विद्धि भरतर्षभ  (27),"O best of the Bharatas, whatever moving or unmoving being you see in existence, know it to be a combination of the field of activities and the knower of the field.",हे भरतवंशियों में श्रेष्ठ! चर और अचर जिनका अस्तित्व तुम्हें दिखाई दे रहा है वह कर्म क्षेत्र और क्षेत्र के ज्ञाता का संयोग मात्र है।,"नाशवान हर वस्तु में , रहते है भगवान","वही सत्य को देखता, जिसका यह अनुमान।।27।।",क्षेत्र क्षेत्रज्ञ विभाग योग
13,28,समं सर्वेषु भूतेषु तिष्ठन्तं परमेश्वरम् | विनश्यत्स्वविनश्यन्तं य: पश्यति स पश्यति  (28),"They alone truly see, who perceive the Paramātmā (Supreme Soul) accompanying the soul in all beings, and who understand both to be imperishable in this perishable body.",जो परमात्मा को सभी जीवों में आत्मा के साथ देखता है और जो इस नश्वर शरीर में दोनों को अविनाशी समझता है केवल वही वास्तव में समझता है(,"जो लखता है सबो में ,परमेश्र्वर का रूप","वह आत्मा को देखता, पाता सद्गति खूब ।।28।।",क्षेत्र क्षेत्रज्ञ विभाग योग
13,29,समं पश्यन्हि सर्वत्र समवस्थितमीश्वरम् | न हिनस्त्यात्मनात्मानं ततो याति परां गतिम्  (29),"Those, who see God as the Supreme Soul equally present everywhere and in all living beings, do not degrade themselves by their mind.Thereby, they reach the supreme destination.",वे जो भगवान को सर्वत्र और सभी जीवों में समान रूप से स्थित देखते हैं वे अपने मन से स्वयं को निम्नीकृत नहीं करते। इस प्रकार से वे अपने परम गंतव्य को प्राप्त करते हैं।,"प्रकृति ही करती सदा ,काम सभी सम्पन्न","जो न ऐसा देखता , वह है बुद्धि विपन्न।।29।।",क्षेत्र क्षेत्रज्ञ विभाग योग
13,30,प्रकृत्यैव च कर्माणि क्रियमाणानि सर्वश: | य: पश्यति तथात्मानमकर्तारं स पश्यति  (30),"They alone truly see who understand that all actions (of the body) are performed by material nature, while the embodied soul actually does nothing.",जो यह समझ लेते हैं कि शरीर के समस्त कार्य प्राकृत शक्ति द्वारा सम्पन्न होते हैं जबकि देहधारी आत्मा वास्तव में कुछ नहीं करती। केवल वही वास्तव में देखते हैं।,"हैं तो भूत अनेक पर ,सबका कर्ता एक","ऐसा जो भी देखता ,उसे ब्रह्म है एक ।।30।।",क्षेत्र क्षेत्रज्ञ विभाग योग
13,31,यदा भूतपृथग्भावमेकस्थमनुपश्यति | तत एव च विस्तारं ब्रह्म सम्पद्यते तदा  (31),"When they see the diverse variety of living beings situated in the same material nature, and understand all of them to be born from it, they attain the realization of the Brahman.",जब वे विविध प्रकार के प्राणियों को एक ही परम शक्ति परमात्मा में स्थित देखते हैं और उन सबको उसी से जन्मा समझते हैं तब वे ब्रह्म का ज्ञान प्राप्त करते हैं।,"हैं अनादि निर्गुण अतः, अविनाशी जगदीश","व्याप्त किंतु निर्लिप्त है ,सबसे सबका ईश।।31।।",क्षेत्र क्षेत्रज्ञ विभाग योग
13,32,अनादित्वान्निर्गुणत्वात्परमात्मायमव्यय: | शरीरस्थोऽपि कौन्तेय न करोति न लिप्यते  (32),"The Supreme Soul is imperishable, without beginning, and devoid of any material qualities, O son of Kunti.Although situated within the body, It neither acts, nor is It tainted by material energy.",परमात्मा अविनाशी है और इसका कोई आदि नहीं है और प्रकृति के गुणों से रहित है। हे कुन्ति पुत्र! यद्यपि यह शरीर में स्थित है किन्तु यह न तो कर्म करता है और न ही प्राकृत शक्ति से दूषित होता है।,"जैसे सब में व्याप्त है, सूक्ष्म रूप आकाश","वैसे ही सब देह में , है आत्मा का वास।।32।।",क्षेत्र क्षेत्रज्ञ विभाग योग
13,33,यथा सर्वगतं सौक्ष्म्यादाकाशं नोपलिप्यते | सर्वत्रावस्थितो देहे तथात्मा नोपलिप्यते  (33),"Space holds everything within it, but being subtle, does not get contaminated by what it holds.Similarly, though its consciousness pervades the body, the soul is not affected by the attributes of the body.",अंतरिक्ष सबको अपने में धारण कर लेता है लेकिन सूक्ष्म होने के कारण जिसे यह धारण किए रहता है उसमें लिप्त नहीं होता। इसी प्रकार से यद्यपि आत्मा चेतना के रूप में पूरे शरीर में व्याप्त रहती है फिर भी आत्मा शरीर के धर्म से प्रभावित नहीं होती।,"ज्यों रवि सारे विश्व में ,करता सहज प्रकाश","त्यों ही क्षेत्री क्षेत्र में ,देता आत्म प्रकाश ।।33।।",क्षेत्र क्षेत्रज्ञ विभाग योग
13,34,यथा प्रकाशयत्येक: कृत्स्नं लोकमिमं रवि: | क्षेत्रं क्षेत्री तथा कृत्स्नं प्रकाशयति भारत  (34),"Just as one sun illumines the entire solar system, so does the individual soul illumine the entire body (with consciousness).", जिस प्रकार से एक सूर्य समस्त ब्रह्माण्ड को प्रकाशित करता है उसी प्रकार से आत्मा चेतना शक्ति के साथ पूरे शरीर को प्रकाशित करती है।,"क्षेत्र और क्षेत्रज्ञ की ,जिन्हें सही पहचान","प्रकृति बधंनो से उन्हें ,मुक्ति का मालुम ज्ञान ।।34।।",क्षेत्र क्षेत्रज्ञ विभाग योग
14,1,श्रीभगवानुवाच | परं भूय: प्रवक्ष्यामि ज्ञानानां ज्ञानमुत्तमम् | यज्ज्ञात्वा मुनय: सर्वे परां सिद्धिमितो गता:  (1),"The Divine Lord said: I shall once again explain to you the supreme wisdom, the best of all knowledge; by knowing which, all the great saints attained the highest perfection.","परमेश्वर ने कहाः अब मैं पुनः तुम्हें श्रेष्ठ ज्ञान के विषय में बताऊँगा जो सभी ज्ञानों में सर्वश्रेष्ठ है और सभी ज्ञानों का परम ज्ञान है, जिसे जानकर सभी महान संतों ने परम सिद्धि प्राप्त की है।","तुम्हें बताता हॅू पुनः, ज्ञानों का भी ज्ञान",जिसे जानकर सिद्ध मुनि पा जाते निर्वाण।।1।।,गुण त्रय विभाग योग
14,2,इदं ज्ञानमुपाश्रित्य मम साधर्म्यमागता: | सर्गेऽपि नोपजायन्ते प्रलये न व्यथन्ति च  (2),Those who take refuge in this wisdom will be united with Me. They will not be reborn at the time of creation nor destroyed at the time of dissolution.,"वे जो इस ज्ञान की शरण लेते हैं, मेरे साथ एकीकृत होंगे और वे सृष्टि के समय न तो पुनः जन्म लेंगे और न ही प्रलय के समय उनका विनाश होगा।","इसे जानकर, मुझ सा हरि उन्हें मिला अविनाा",सर्ग-प्रलय के बंध से मुक्ति का प्रिय विवास।।2।।,गुण त्रय विभाग योग
14,3,मम योनिर्महद् ब्रह्म तस्मिन्गर्भं दधाम्यहम् | सम्भव: सर्वभूतानां ततो भवति भारत  (3) सर्वयोनिषु कौन्तेय मूर्तय: सम्भवन्ति या: | तासां ब्रह्म महद्योनिरहं बीजप्रद: पिता  (4),"The total material substance, prakṛiti, is the womb. I impregnate it with the individual souls, and thus all living beings are born. O son of Kunti, for all species of life that are produced, the material nature is the womb, and I am the seed-giving Father."," हे भरत पुत्र! सभी भौतिक पदार्थ, प्रकृति, गर्भ है। मैं इसी को जीवात्मा के साथ गर्भस्थ करता हूँ जिससे समस्त जीवों का जन्म होता है। हे कुन्ती पुत्र! जिसमें सभी प्रकार की जीव योनियाँ जो जन्म लेती है, उनकी भौतिक प्रकृति गर्भ है और मैं उनका बीज प्रदाता जनक हूँ।","सदब्रहम (प्रकृति/योनि) में, मैं ही तो करता गभनिधान",जिससे पाता जन्म है जग में सकल जहान।।3।।,गुण त्रय विभाग योग
14,4,मम योनिर्महद् ब्रह्म तस्मिन्गर्भं दधाम्यहम् | सम्भव: सर्वभूतानां ततो भवति भारत  (3) सर्वयोनिषु कौन्तेय मूर्तय: सम्भवन्ति या: | तासां ब्रह्म महद्योनिरहं बीजप्रद: पिता  (4),"The total material substance, prakṛiti, is the womb. I impregnate it with the individual souls, and thus all living beings are born. O son of Kunti, for all species of life that are produced, the material nature is the womb, and I am the seed-giving Father."," हे भरत पुत्र! सभी भौतिक पदार्थ, प्रकृति, गर्भ है। मैं इसी को जीवात्मा के साथ गर्भस्थ करता हूँ जिससे समस्त जीवों का जन्म होता है। हे कुन्ती पुत्र! जिसमें सभी प्रकार की जीव योनियाँ जो जन्म लेती है, उनकी भौतिक प्रकृति गर्भ है और मैं उनका बीज प्रदाता जनक हूँ।",सभी योनि में मूर्तियाॅ होती जो उत्पन्न,"उनकी सर्जक है प्रकृति, मैं हूॅ बीज समान।।4।।",गुण त्रय विभाग योग
14,5,सत्त्वं रजस्तम इति गुणा: प्रकृतिसम्भवा: | निबध्नन्ति महाबाहो देहे देहिनमव्ययम्  (5),"O mighty-armed Arjun, the material energy consists of three guṇas (modes)—sattva (goodness), rajas (passion), and tamas (ignorance). These modes bind the eternal soul to the perishable body.","हे महाबाहु अर्जुन! प्राकृतिक शक्ति सत्व, रजस और तमस तीन गुणों से निर्मित है। ये गुण अविनाशी आत्मा को नश्वर शरीर के बंधन में डालते हैं।","सत, रज,तम, गुण प्रकृति से ही लेते हैं जन्म",वही देह में आत्मा को रखते हैं बंद ।।5।।,गुण त्रय विभाग योग
14,6,तत्र सत्त्वं निर्मलत्वात्प्रकाशकमनामयम् | सुखसङ्गेन बध्नाति ज्ञानसङ्गेन चानघ  (6),"Amongst these, sattva guṇa, the mode of goodness, being purer than the others, is illuminating and full of well-being. O sinless one, it binds the soul by creating attachment for a sense of happiness and knowledge.",इनमें से सत्वगुण अर्थात अच्छाई का गुण अन्यों की अपेक्षा शुद्ध होने के कारण प्रकाश प्रदान करने वाला और पुण्य कर्मों से युक्त है। हे निष्पाप अर्जुन! यह आत्मा में सुख और ज्ञान के भावों के प्रति आसक्ति उत्पन्न कर उसे बंधन में डालता है।,निर्मल सतगुण आत्मा को देता सत् ज्ञान,"निरोगता, सद्बुद्धि, सुख हैं उसके ही दान।।6।।",गुण त्रय विभाग योग
14,7,रजो रागात्मकं विद्धि तृष्णासङ्गसमुद्भवम् |  तन्निबध्नाति कौन्तेय कर्मसङ्गेन देहिनम्  (7),"O Arjun, rajo guṇa is of the nature of passion. It arises from worldly desires and affections, and binds the soul through attachment to fruitive actions.",हे अर्जुन! रजोगुण की प्रकृति मोह है। यह सांसारिक आकांक्षाओं और आकर्षणों से उत्पन्न होता है और आसक्ति के माध्यम से आत्मा को कर्म के प्रतिफलों में बांधता है।,रज गुण करता राग का भाव सहज उत्पन्न,तृष्णा औं आस वित्त को करता है सम्पन्न।।7।।,गुण त्रय विभाग योग
14,8,तमस्त्वज्ञानजं विद्धि मोहनं सर्वदेहिनाम् | प्रमादालस्यनिद्राभिस्तन्निबध्नाति भारत  (8),"O Arjun, tamo guṇa, which is born of ignorance, is the cause of illusion for the embodied souls. It deludes all living beings through negligence, laziness, and sleep.","हे अर्जुन! तमोगुण जो अज्ञानता के कारण उत्पन्न होता है और देहधारियों जीवात्माओं के लिए मोह का कारण है। यह सभी जीवों को असावधानी, आलस्य और निद्रा द्वारा भ्रमित करता है।",तमगुण रचता देह में प्रबल मोह का जाल,"जो अज्ञान, प्रमाद में जीव को देता डाल ।।8।।",गुण त्रय विभाग योग
14,9,सत्त्वं सुखे सञ्जयति रज: कर्मणि भारत | ज्ञानमावृत्य तु तम: प्रमादे सञ्जयत्युत  (9),Sattva binds one to material happiness; rajas conditions the soul toward actions; and tamas clouds wisdom and binds one to delusion.,"सत्वगुण सांसारिक सुखों में बांधता है, रजोगुण आत्मा को सकाम कर्मों की ओर प्रवृत्त करता है और तमोगुण ज्ञान को आच्छादित कर आत्मा को भ्रम में रखता है।","सतगुण प्राणी को सुखद, रजगुण कर्म में युक्त","तमगुण ढकता ज्ञान को, कर प्रमाद में सिक्त ।।9।।",गुण त्रय विभाग योग
14,10,रजस्तमश्चाभिभूय सत्त्वं भवति भारत | रज: सत्त्वं तमश्चैव तम: सत्त्वं रजस्तथा  (10),"Sometimes goodness (sattva) prevails over passion (rajas) and ignorance (tamas), O scion of Bharat. Sometimes passion (rajas) dominates goodness (sattva) and ignorance (tamas), and at other times ignorance (tamas) overcomes goodness (sattva) and passion (rajas).","कभी-कभी सत्वगुण, रजोगुण और तमोगुण को परास्त करता है और कभी-कभी रजोगुण सत्व गुण और तमोगुण पर हावी हो जाता है और कभी-कभी ऐसा भी होता है कि तमोगुण सत्व गुण और रजोगुण पर हावी हो जाता है।","सतगुण होता है सजग,रज औं तम को जीत","सतब तम को जीत रज, सत, रज को तम जीत।।10।।",गुण त्रय विभाग योग
14,11,सर्वद्वारेषु देहेऽस्मिन्प्रकाश उपजायते | ज्ञानं यदा तदा विद्याद्विवृद्धं सत्त्वमित्युत  (11) लोभ: प्रवृत्तिरारम्भ: कर्मणामशम: स्पृहा | रजस्येतानि जायन्ते विवृद्धे भरतर्षभ  (12) अप्रकाशोऽप्रवृत्तिश्च प्रमादो मोह एव च | तमस्येतानि जायन्ते विवृद्धे कुरुनन्दन  (13),"When all the gates of the body are illumined by knowledge, know it to be a manifestation of the mode of goodness. When the mode of passion predominates, O Arjun, the symptoms of greed, exertion for worldly gain, restlessness, and craving develop. O Arjun, nescience, inertia, negligence, and delusion—these are the dominant signs of the mode of ignorance.","जब शरीर के सभी द्वार ज्ञान से आलोकित हो जाते हैं तब इसे सत्वगुण की अभिव्यक्ति मानो। जब रजोगुण प्रबल होता है तब हे अर्जुन! लोभ, सांसारिक सुखों के लिए परिश्रम, बचैनी और उत्कंठा के लक्षण विकसित होते हैं। हे अर्जुन! जड़ता, असावधानी और भ्रम यह तमोगुण के प्रमुख लक्षण हैं।","सब इन्द्रिय में, देह की, अब हो ज्ञान प्रकाा",तब जानों कि सतो गुण का है हुआ विकास।।11।।,गुण त्रय विभाग योग
14,12,सर्वद्वारेषु देहेऽस्मिन्प्रकाश उपजायते | ज्ञानं यदा तदा विद्याद्विवृद्धं सत्त्वमित्युत  (11) लोभ: प्रवृत्तिरारम्भ: कर्मणामशम: स्पृहा | रजस्येतानि जायन्ते विवृद्धे भरतर्षभ  (12) अप्रकाशोऽप्रवृत्तिश्च प्रमादो मोह एव च | तमस्येतानि जायन्ते विवृद्धे कुरुनन्दन  (13),"When all the gates of the body are illumined by knowledge, know it to be a manifestation of the mode of goodness. When the mode of passion predominates, O Arjun, the symptoms of greed, exertion for worldly gain, restlessness, and craving develop. O Arjun, nescience, inertia, negligence, and delusion—these are the dominant signs of the mode of ignorance.","जब शरीर के सभी द्वार ज्ञान से आलोकित हो जाते हैं तब इसे सत्वगुण की अभिव्यक्ति मानो। जब रजोगुण प्रबल होता है तब हे अर्जुन! लोभ, सांसारिक सुखों के लिए परिश्रम, बचैनी और उत्कंठा के लक्षण विकसित होते हैं। हे अर्जुन! जड़ता, असावधानी और भ्रम यह तमोगुण के प्रमुख लक्षण हैं।","लोभ, लगन, कर्मच्छा, कुछ पाने की चाह","बढती है, जबलपुर रजोगुण का हो उचित प्रवाह ।।12।।",गुण त्रय विभाग योग
14,13,सर्वद्वारेषु देहेऽस्मिन्प्रकाश उपजायते | ज्ञानं यदा तदा विद्याद्विवृद्धं सत्त्वमित्युत  (11) लोभ: प्रवृत्तिरारम्भ: कर्मणामशम: स्पृहा | रजस्येतानि जायन्ते विवृद्धे भरतर्षभ  (12) अप्रकाशोऽप्रवृत्तिश्च प्रमादो मोह एव च | तमस्येतानि जायन्ते विवृद्धे कुरुनन्दन  (13),"When all the gates of the body are illumined by knowledge, know it to be a manifestation of the mode of goodness. When the mode of passion predominates, O Arjun, the symptoms of greed, exertion for worldly gain, restlessness, and craving develop. O Arjun, nescience, inertia, negligence, and delusion—these are the dominant signs of the mode of ignorance.","जब शरीर के सभी द्वार ज्ञान से आलोकित हो जाते हैं तब इसे सत्वगुण की अभिव्यक्ति मानो। जब रजोगुण प्रबल होता है तब हे अर्जुन! लोभ, सांसारिक सुखों के लिए परिश्रम, बचैनी और उत्कंठा के लक्षण विकसित होते हैं। हे अर्जुन! जड़ता, असावधानी और भ्रम यह तमोगुण के प्रमुख लक्षण हैं।","उदासीनता, अप्रवृत्ति मोह व बढा प्रमाद",तमोगुण की ही वृद्धि से बढ तो है पार्थ।।13।।,गुण त्रय विभाग योग
14,14,यदा सत्त्वे प्रवृद्धे तु प्रलयं याति देहभृत् | तदोत्तमविदां लोकानमलान्प्रतिपद्यते  (14) रजसि प्रलयं गत्वा कर्मसङ्गिषु जायते | तथा प्रलीनस्तमसि मूढयोनिषु जायते  (15),"Those who die with predominance of sattva reach the pure abodes (which are free from rajas and tamas) of the learned. Those who die with prevalence of the mode of passion are born among people driven by work, while those dying in the mode of ignorance take birth in the animal kingdom.",जिनमें सत्वगुण की प्रधानता होती है वे मृत्यु पश्चात ऋषियों के ऐसे उच्च लोक में जाते हैं जो रजो और तमोगुण से मुक्त होता है। रजोगुण की प्रबलता वाले सकाम कर्म करने वाले लोगों के बीच जन्म लेते हैं और तमोगुण में मरने वाले पशुओं की प्रजातियों में जन्म लेते है।,सतोगुणों की संवृद्धि पर यदि कोई तजता देह,तो वह उत्तम प्राणियों के जाता है गेहं।।14।।,गुण त्रय विभाग योग
14,15,यदा सत्त्वे प्रवृद्धे तु प्रलयं याति देहभृत् | तदोत्तमविदां लोकानमलान्प्रतिपद्यते  (14) रजसि प्रलयं गत्वा कर्मसङ्गिषु जायते | तथा प्रलीनस्तमसि मूढयोनिषु जायते  (15),"Those who die with predominance of sattva reach the pure abodes (which are free from rajas and tamas) of the learned. Those who die with prevalence of the mode of passion are born among people driven by work, while those dying in the mode of ignorance take birth in the animal kingdom.",जिनमें सत्वगुण की प्रधानता होती है वे मृत्यु पश्चात ऋषियों के ऐसे उच्च लोक में जाते हैं जो रजो और तमोगुण से मुक्त होता है। रजोगुण की प्रबलता वाले सकाम कर्म करने वाले लोगों के बीच जन्म लेते हैं और तमोगुण में मरने वाले पशुओं की प्रजातियों में जन्म लेते है।,रजोगुणो की वृद्धि पर कर्म संगी की प्राप्ति,तमो गुणो के काले में मूढ योनि संप्राप्ति ।।15।।,गुण त्रय विभाग योग
14,16,कर्मण: सुकृतस्याहु: सात्त्विकं निर्मलं फलम् | रजसस्तु फलं दु:खमज्ञानं तमस: फलम्  (16),"It is said the fruit of actions performed in the mode of goodness bestow pure results. Actions done in the mode of passion result in pain, while those performed in the mode of ignorance result in darkness.","ऐसा कहा जाता है कि सत्वगुण में सम्पन्न किए गये कार्य शुभ फल प्रदान करते हैं, रजोगुण के प्रभाव में किए गये कर्मों का परिणाम पीड़ादायक होता है तथा तमोगुण से सम्पन्न किए गए कार्यों का परिणाम अंधकार है।",सात्विक कर्मो का है फल कहते सुखद महान,राजस का फल दुख तािा तमस का फल अज्ञान ।।16।,गुण त्रय विभाग योग
14,17,सत्त्वात्सञ्जायते ज्ञानं रजसो लोभ एव च | प्रमादमोहौ तमसो भवतोऽज्ञानमेव च  (17),"From the mode of goodness arises knowledge, from the mode of passion arises greed, and from the mode of ignorance arise negligence and delusion.","सत्वगुण से ज्ञान उत्पन्न होता है, रजोगुण से लोभ और तमोगुण से अज्ञानता, प्रमाद और भ्रम उत्पन्न होता है।","सत से होता ज्ञान है, रज से लेाभ निदान","तम से मोह, प्रमाद है, औं बढता अज्ञान।।17।।",गुण त्रय विभाग योग
14,18,ऊर्ध्वं गच्छन्ति सत्त्वस्था मध्ये तिष्ठन्ति राजसा: | जघन्यगुणवृत्तिस्था अधो गच्छन्ति तामसा:  (18),Those situated in the mode of goodness rise upward; those in the mode of passion stay in the middle; and those in the mode of ignorance go downward.,"सत्वगुण में स्थित जीव ऊपर उच्च लोकों में जाते हैं, रजोगुणी मध्य में पृथ्वी लोक पर और तमोगुणी निम्न नरक लोकों में जाते हैं","सतोगुणी की उच्च गति, रजोगुणी की मध्य","धृवित वृतित क तामसी, अधोगति बीच विरूद्ध ।।18।।",गुण त्रय विभाग योग
14,19,नान्यं गुणेभ्य: कर्तारं यदा द्रष्टानुपश्यति | गुणेभ्यश्च परं वेत्ति मद्भावं सोऽधिगच्छति  (19),"When wise persons see that in all work there is no agent of action other than the three guṇas, and they know Me to be transcendental to these guṇas, they attain My divine nature.","जब बुद्धिमान व्यक्ति को यह ज्ञात हो जाता है कि सभी कार्यों में प्रकृति के तीनों गुणों के अलावा कोई कर्ता नहीं है और जो मुझे इन तीन गुणों से परे देखते हैं, वे मेरी दिव्य प्रकृति को प्राप्त करते हैं।",कोई न कर्ता अन्य कोई इन्हीं गुणो के सिवाय,ऐसा जो जब समझता आता मेरे भाव ।।19।।,गुण त्रय विभाग योग
14,20,गुणानेतानतीत्य त्रीन्देही देहसमुद्भवान् | जन्ममृत्युजरादु:खैर्विमुक्तोऽमृतमश्रुते  (20),"By transcending the three modes of material nature associated with the body, one becomes free from birth, death, old age, and misery, and attains immortality.","शरीर से संबद्ध प्राकृतिक शक्ति के तीन गुणों से गुणातीत होकर कोई जन्म, मृत्यु, रोग, बुढ़ापे और दुखों से मुक्त हो जाता है तथा अमरता प्राप्त कर लेता है।",देह जनित तीनों गुणो से उपर उठ प्राण,जन्म-मृत्यु दुखजस सेपा सकता निर्वाण।।20।।,गुण त्रय विभाग योग
